ticker,fiscal_period,qoq_rev,yoy_rev,qoq_eps,yoy_eps,momentum,net_margin,gross_margin,oper_margin,roe,de_ratio,current_ratio,cash_ratio,asset_turn,eps_status,eps_surprise
ADBE,Q1 2024,2.6545,11.3212,8.6514,18.2825,2.1001,11.9645,88.6144,36.8005,4.0103,0.8597,1.1412,0.7131,0.1802,0.0,-36.9263
ADBE,Q2 2024,2.4508,10.2367,2.1077,15.9574,0.4328,29.6289,88.7361,35.5057,10.5976,1.0216,1.2776,0.8878,0.1769,1.0,57.8063
ADBE,Q3 2024,1.8648,10.593,2.5229,15.5039,0.284,31.1391,89.7559,36.8343,11.5779,1.0509,1.2195,0.8186,0.1813,1.0,58.3389
ADBE,Q4 2024,3.6612,11.0539,4.2506,18.5751,-0.5041,30.0214,89.0118,34.909,11.9319,1.1432,1.1672,0.7911,0.1854,1.0,57.6983
AMD,Q1 2021,6.1961,92.8891,-4.3478,131.5789,52.4803,16.1103,46.0668,19.1001,8.5688,0.5512,2.5129,0.6156,0.3429,1.0,3.9773
AMD,Q2 2021,11.7562,99.2754,22.7273,237.5,73.0833,18.4416,47.5325,21.5584,10.0495,0.5132,2.7033,0.907,0.3601,1.0,8.3889
AMD,Q3 2021,12.026,53.9807,22.2222,94.1176,-1.544,21.4004,48.3654,21.9105,12.9344,0.5629,2.2413,0.6846,0.3867,1.0,15.197
AMD,Q4 2021,11.8943,48.767,15.1515,65.2174,-3.7483,20.1823,50.2694,24.9275,12.9919,0.6565,2.0243,0.5979,0.3886,1.0,5.5658
AMD,Q1 2022,21.9851,70.8853,19.7368,106.8182,-22.0038,13.3515,47.8682,14.7444,1.4205,0.2093,2.3954,0.8493,0.088,0.0,-28.4945
AMD,Q2 2022,11.2621,70.1299,12.0879,88.8889,-29.1455,6.8244,46.229,7.9389,0.8102,0.2235,2.4374,0.8988,0.097,0.0,-72.9118
AMD,Q3 2022,-15.0382,29.0285,3.9216,60.6061,-24.9522,1.186,42.3001,-1.2938,0.121,0.2433,2.1551,0.5078,0.0821,0.0,-96.1415
AMD,Q4 2022,0.611,16.0174,-36.7925,-11.8421,-32.7495,0.3751,42.9184,-2.7505,0.0384,0.2343,2.3581,0.7591,0.0828,0.0,-98.2537
AMD,Q1 2023,-4.3936,-9.0708,-14.9254,-37.3626,-79.9562,-2.5967,44.0687,-2.8956,-0.2541,0.2366,2.3807,0.5816,0.0791,0.0,-115.1404
AMD,Q2 2023,0.1121,-18.1832,0.0,-44.1176,-88.3131,0.5038,45.5869,-0.5225,0.049,0.2327,2.1797,0.5073,0.0788,0.0,-97.0526
AMD,Q3 2023,8.2291,4.2228,19.2982,-35.8491,-24.8057,5.1552,47.3621,3.6897,0.5439,0.2302,2.188,0.4669,0.0858,0.0,-72.7941
AMD,Q4 2023,6.3448,10.1625,13.2353,14.9254,-5.8549,10.8139,47.1952,5.4475,1.1934,0.2146,2.5068,0.588,0.0909,0.0,-46.4286
AMD,Q1 2024,-11.2678,2.2417,-14.2857,15.7895,11.3126,2.2474,46.7751,0.6578,0.2189,0.2081,2.6389,0.6472,0.0806,0.0,-88.4697
AMD,Q2 2024,6.6143,8.8823,0.0,15.7895,27.0655,4.5416,49.0831,4.6101,0.4687,0.2007,2.8192,0.6639,0.086,0.0,-75.1818
AMD,Q3 2024,16.8638,17.569,36.3636,32.3529,13.3461,11.3066,50.1393,10.6174,1.353,0.222,2.498,0.5196,0.0979,0.0,-47.1222
AMD,Q4 2024,12.3039,24.1569,17.7778,37.6623,13.9944,6.2941,50.6921,13.1758,0.8373,0.2025,2.6163,0.5201,0.1106,0.0,-72.0189
AMGN,Q1 2021,-11.0491,-4.2201,20.122,1.0256,-15.0893,27.8936,74.75,36.0786,17.6345,5.7001,1.6551,0.4749,0.0944,1.0,8.8817
AMGN,Q2 2021,10.5914,5.1563,4.5685,5.102,-0.5497,7.11,74.9157,35.7493,5.6263,6.2478,1.3095,0.4546,0.1092,0.0,-70.8201
AMGN,Q3 2021,2.7582,4.406,0.2427,10.7239,-7.5514,28.0942,76.0066,35.4608,22.9281,6.9096,1.6426,0.8064,0.1032,1.0,14.5793
AMGN,Q4 2021,2.0877,3.1957,-0.7264,25.0,-3.8561,27.7388,74.9051,33.6547,28.3433,8.1291,1.591,0.6557,0.1119,1.0,11.6948
AMGN,Q1 2022,-8.8811,5.7109,-2.1951,1.7766,9.931,23.6614,74.976,40.0769,161.1354,63.6245,1.4372,0.5066,0.1054,0.0,-20.8946
AMGN,Q2 2022,5.707,1.042,7.4813,4.6117,-4.1143,19.9727,77.1004,32.9997,54.444,23.5118,1.5313,0.4123,0.1112,0.0,-25.403
AMGN,Q3 2022,0.8796,-0.8052,6.2645,10.8959,-5.2113,32.2159,76.1275,39.988,58.6641,16.4377,1.679,0.663,0.1044,1.0,19.5701
AMGN,Q4 2022,2.8112,-0.1022,-10.262,0.2439,-3.2979,23.6292,74.4553,32.6071,44.1409,16.7878,1.4143,0.4863,0.105,0.0,-9.6599
AMGN,Q1 2023,-10.7326,-2.1321,-3.163,-0.7481,-7.843,46.5356,71.8264,31.466,53.1227,15.5894,3.1448,2.2202,0.0688,1.0,47.374
AMGN,Q2 2023,14.4308,5.9448,14.3216,5.5684,4.9028,19.7395,74.0481,38.4197,20.3362,12.312,2.7712,2.0032,0.0774,0.0,-31.4468
AMGN,Q3 2023,-1.1881,3.7733,2.6374,1.9651,4.5786,25.0616,73.8375,29.2771,22.5967,10.8252,2.8593,2.0491,0.0762,0.0,-16.4444
AMGN,Q4 2023,18.731,19.8421,2.3555,16.3017,19.9443,9.3582,62.0303,15.5076,12.3074,14.5895,1.6492,0.595,0.0844,0.0,-63.5878
AMGN,Q1 2024,-9.1386,21.982,-17.7824,-1.2563,24.1141,-1.5174,57.0297,13.3074,-2.2501,17.5145,1.4218,0.4924,0.0801,0.0,-104.9368
AMGN,Q2 2024,12.636,20.0687,23.9186,7.033,14.1239,8.8937,61.4211,22.7587,12.5907,14.343,1.2644,0.4323,0.0923,0.0,-68.1376
AMGN,Q3 2024,1.371,23.1783,-0.616,3.6403,19.405,33.2824,61.0726,24.0739,37.598,11.0743,1.3177,0.4436,0.0936,1.0,17.8971
AMGN,Q4 2024,6.8564,10.859,-7.0248,-5.8577,-8.9831,6.9007,65.7495,25.4347,10.6687,14.6269,1.2568,0.5183,0.0989,0.0,-74.9914
AMZN,Q1 2021,-13.5694,43.8239,6.4795,58.5209,17.4386,7.4707,42.4953,8.1692,7.8465,2.127,1.052,0.2932,0.3359,0.0,-49.7313
AMZN,Q2 2021,4.2039,27.1819,11.4604,92.1329,-13.049,6.8783,43.2473,6.8111,6.7751,2.1386,1.1957,0.3428,0.3138,0.0,-50.8535
AMZN,Q3 2021,-2.0057,15.2551,17.2884,157.8,-22.1322,2.8481,43.2101,4.3786,2.6177,2.1718,1.1172,0.2415,0.2898,0.0,-85.11
AMZN,Q4 2021,24.0046,9.4437,-7.9131,28.1857,-34.1528,10.4234,39.7178,2.518,10.3606,2.0421,1.1358,0.2546,0.3267,0.0,-47.6716
AMZN,Q1 2022,-15.2592,7.3039,-15.2485,2.0284,-36.52,-3.3012,42.8919,3.1509,-2.8686,2.0654,0.9596,0.2609,0.2835,0.0,-114.8661
AMZN,Q2 2022,4.1136,7.2108,21.0736,10.828,-19.9711,-1.6728,45.2101,2.736,-1.5434,2.1942,0.9528,0.2671,0.2888,0.0,-107.5208
AMZN,Q3 2022,4.8394,14.6997,-97.3727,-97.5175,-0.5554,2.2596,44.7148,1.9866,2.0889,2.1156,0.9366,0.249,0.2967,0.0,-91.0823
AMZN,Q4 2022,17.3901,8.5815,28.125,-96.5459,-0.8622,0.1863,42.6021,1.8344,0.1904,2.1681,0.9446,0.3468,0.3225,0.0,-99.1579
AMZN,Q1 2023,-14.6417,9.3727,-41.4634,-97.6143,2.0689,2.4906,46.7713,3.7485,2.0527,2.0052,0.9231,0.3344,0.2743,0.0,-86.1211
AMZN,Q2 2023,5.5159,10.846,37.5,-97.2906,3.6351,5.023,48.3767,5.7158,4.0035,1.8327,0.9477,0.3341,0.2814,0.0,-69.7674
AMZN,Q3 2023,6.474,12.5743,18.1818,21.875,-2.1254,6.9044,47.5675,7.8192,5.3992,1.661,0.9847,0.3416,0.2939,0.0,-49.8901
AMZN,Q4 2023,18.7849,13.9118,82.0513,73.1707,5.3303,6.2508,45.5446,7.7718,5.2627,1.6148,1.0451,0.445,0.322,0.0,-54.7817
AMZN,Q1 2024,-15.6789,12.5277,0.0,195.8333,3.1549,7.2785,49.3186,10.6808,4.8144,1.4507,1.0721,0.4763,0.2699,0.0,-55.7841
AMZN,Q2 2024,3.2544,10.1159,43.662,209.0909,-0.7301,9.1129,50.1375,9.9151,5.7032,1.3465,1.0957,0.45,0.2667,0.0,-39.1132
AMZN,Q3 2024,7.366,11.0383,12.7451,194.8718,-1.5359,9.6477,49.0316,10.9588,5.9147,1.2559,1.0887,0.465,0.2718,0.0,-42.5315
AMZN,Q4 2024,18.1996,10.4912,23.4783,100.0,-3.4206,10.6522,47.3391,11.2907,6.9951,1.1852,1.0637,0.439,0.3005,0.0,-31.556
BA,Q1 2021,-0.5685,-10.0012,-36.9128,-157.3171,16.2195,-3.5289,9.2594,-0.8017,3.0099,-9.4096,1.3343,0.0785,0.1014,0.0,-171.6641
BA,Q2 2021,11.704,43.9654,-78.7234,-89.6907,69.0051,3.4533,14.1781,5.1359,-3.5608,-10.0346,1.3499,0.0938,0.1141,0.0,-17.4215
BA,Q3 2021,-10.1188,8.0557,-225.0,-113.587,37.29,-0.7134,11.2057,1.0473,0.7641,-11.2934,1.3628,0.1138,0.104,0.0,-113.8134
BA,Q4 2021,-3.1745,-3.339,48.0,-124.8322,11.2163,-28.0065,-16.7782,-29.3585,27.9065,-10.3326,1.3253,0.0982,0.1068,0.0,-575.6735
BA,Q1 2022,-5.4215,-8.0568,-40.5405,-123.4043,1.9444,-8.7127,2.5231,-8.1695,7.984,-9.8945,1.2977,0.0907,0.103,0.0,-222.2189
BA,Q2 2022,19.2266,-1.8649,136.3636,-360.0,-45.8304,1.157,12.757,4.67,-1.3048,-10.1596,1.25,0.119,0.1231,0.0,-80.6228
BA,Q3 2022,-4.3463,4.4378,-21.1538,64.0,-3.618,-20.5252,-5.1078,-17.4981,18.571,-8.8003,1.2191,0.1506,0.116,0.0,-398.4891
BA,Q4 2022,25.2194,35.0639,0.0,10.8108,38.4029,-3.1732,9.3293,-1.6667,4.0005,-9.6509,1.2162,0.1623,0.1457,0.0,-152.8607
BA,Q1 2023,-10.3053,28.0895,-82.9268,-68.1818,36.1463,-2.3101,10.7304,-0.6808,2.6737,-9.8057,1.1636,0.1156,0.1314,0.0,-133.5366
BA,Q2 2023,10.2115,18.4042,-728.5714,-184.6154,20.2691,-0.7544,9.8172,-0.7291,0.9617,-9.699,1.1666,0.0788,0.1465,0.0,-112.6205
BA,Q3 2023,-8.3388,13.462,-43.1818,-160.9756,9.0243,-9.0367,6.435,-4.6178,9.7864,-9.0326,1.1491,0.0732,0.1348,0.0,-212.2625
BA,Q4 2023,21.6195,10.2002,-64.0,-121.9512,-24.8637,-0.1045,12.2491,1.2762,0.1335,-8.9529,1.1403,0.1324,0.1607,0.0,-101.4157
BA,Q1 2024,-24.7479,-7.5442,-144.4444,-42.8571,-35.6337,-2.0701,11.3223,-0.9234,2.0157,-8.9034,1.1423,0.0741,0.1232,0.0,-119.2966
BA,Q2 2024,1.7925,-14.6069,-1300.0,9.0909,-33.011,-8.532,7.2868,-6.5339,8.0024,-8.9368,1.1843,0.1127,0.1182,0.0,-181.3554
BA,Q3 2024,5.7749,-1.4582,-33.3333,28.0,-14.9203,-34.5852,-19.6581,-32.2085,26.1862,-6.8439,1.1247,0.1024,0.1296,0.0,-389.1043
BA,Q4 2024,-14.5628,-30.7748,518.75,2100.0,-40.975,-25.3576,-10.4251,-25.082,98.7481,-40.9497,1.3185,0.1422,0.0975,0.0,-239.9156
CAT,Q1 2021,5.8033,11.7724,15.8621,-34.1176,32.7958,12.8712,32.5986,16.3119,9.2074,3.8582,1.6021,0.4267,0.1472,0.0,-81.7695
CAT,Q2 2021,8.4294,28.9287,21.4286,195.6522,59.659,10.9628,31.0963,14.78,8.3709,3.8399,1.5612,0.3937,0.1578,0.0,-85.8997
CAT,Q3 2021,-3.8172,25.463,6.8627,67.6923,48.0136,11.5028,30.4912,14.318,8.5415,3.8388,1.6128,0.3636,0.1535,0.0,-88.1136
CAT,Q4 2021,11.3011,22.8126,6.422,60.0,37.3364,15.3645,27.504,12.4221,12.836,4.0129,1.4559,0.31,0.1667,0.0,-85.127
CAT,Q1 2022,-1.5147,14.3182,17.2414,61.9048,2.5457,11.3106,29.6563,14.4308,8.9899,3.8123,1.4415,0.221,0.1652,0.0,-88.8894
CAT,Q2 2022,4.8422,10.5361,10.6618,47.549,-18.3926,11.7428,29.9853,14.4873,10.6162,4.1467,1.4495,0.2076,0.1757,0.0,-88.3642
CAT,Q3 2022,5.2432,20.9486,8.6379,50.0,-4.5144,13.6121,31.9595,17.1802,13.0649,4.179,1.4097,0.2101,0.1853,1.0,208.5397
CAT,Q4 2022,10.6909,20.2855,3.9755,46.5517,-2.5271,8.7606,30.0235,16.8283,9.1498,4.1566,0.7649,0.1224,0.2025,1.0,117.3008
CAT,Q1 2023,-4.4285,16.7268,7.3529,34.1912,2.4086,12.2494,36.3069,18.5853,10.6935,3.6037,1.434,0.2132,0.1896,1.0,233.0973
CAT,Q2 2023,9.1792,21.5554,7.1233,29.9003,11.0193,16.8726,36.1069,22.5026,16.0057,3.6794,1.3309,0.2092,0.2027,1.0,328.3459
CAT,Q3 2023,-2.9334,12.1115,14.578,37.0031,-8.8371,16.6211,37.0434,22.1832,13.6246,3.2323,1.4493,0.1976,0.1937,1.0,283.2587
CAT,Q4 2023,1.5467,2.8499,8.4821,42.9412,-17.4356,15.6766,35.4657,20.0469,13.721,3.4853,1.3519,0.2009,0.1951,1.0,230.1118
CAT,Q1 2024,-7.4458,-0.3972,4.1152,38.6301,-17.1239,18.0771,38.8442,24.1598,16.1859,3.7459,1.3489,0.1532,0.1887,1.0,290.7162
CAT,Q2 2024,5.6333,-3.6321,8.3004,40.1535,-25.1875,16.0645,39.1815,22.7455,15.6454,3.8632,1.284,0.1293,0.2003,1.0,214.4514
CAT,Q3 2024,-3.4933,-4.188,-2.9197,18.75,-16.2995,15.2986,37.5016,21.6255,12.6991,3.4464,1.3951,0.175,0.1867,1.0,179.6044
CAT,Q4 2024,0.6768,-5.0088,-6.5789,2.2634,-7.8587,17.2125,36.3491,20.1172,14.3172,3.5021,1.4155,0.2135,0.1848,1.0,174.7156
CL,Q1 2021,0.4625,6.0288,5.2632,9.589,0.5448,15.6768,60.7044,23.7569,102.7149,22.8326,1.0053,0.2192,0.2749,0.0,-70.7117
CL,Q2 2021,-1.9337,9.3149,0.0,14.2857,8.513,16.5023,60.0,23.1925,81.5545,17.5603,1.1068,0.2229,0.2663,0.0,-72.75
CL,Q3 2021,3.615,6.2846,3.75,18.5714,0.5565,14.3634,59.4246,22.3607,61.7332,14.4625,1.0909,0.2238,0.278,0.0,-68.8884
CL,Q4 2021,-0.2492,1.827,-2.4096,6.5789,-5.8691,3.3613,58.1195,21.826,15.242,14.4892,1.0854,0.2054,0.2928,0.0,-80.6813
CL,Q1 2022,-0.0908,1.2661,-1.2346,0.0,-4.7627,12.7074,58.4678,21.1639,76.7857,20.5975,1.0926,0.1921,0.2798,0.0,-79.9456
CL,Q2 2022,1.9323,5.2582,-3.75,-3.75,-4.0566,13.4478,56.9581,19.7145,108.0645,27.1559,1.1741,0.1952,0.2854,0.0,-76.13
CL,Q3 2022,-0.6467,0.9289,-1.2987,-8.4337,-5.3558,13.8721,57.1942,21.257,58.6895,14.4682,1.175,0.2088,0.2735,0.0,-65.5446
CL,Q4 2022,3.9057,5.1329,5.2632,-1.2346,3.3059,0.108,55.606,21.4301,0.6203,18.5174,1.277,0.1936,0.2943,0.0,-98.9074
CL,Q1 2023,3.046,8.4337,-12.5,-12.5,7.1676,7.7987,56.8553,20.0,87.5294,37.0541,1.2308,0.1952,0.2949,0.0,-84.1908
CL,Q2 2023,1.0901,7.5379,5.7143,-3.8961,2.2797,10.4106,57.7976,21.1323,159.3651,50.5143,1.1738,0.1768,0.2972,0.0,-78.3047
CL,Q3 2023,1.9287,10.3255,8.1081,5.2632,9.3966,14.4049,58.5351,21.4649,174.3842,38.5148,1.1641,0.2066,0.3064,0.0,-74.7021
CL,Q4 2023,0.7121,6.9345,6.25,6.25,1.8017,14.5051,59.596,23.1717,75.0261,16.1296,1.1135,0.2038,0.302,0.0,-59.9908
CL,Q1 2024,2.3232,6.1845,-3.5294,17.1429,-2.2492,13.4847,60.0,22.1718,110.6969,25.8574,1.0613,0.203,0.3057,0.0,-81.1769
CL,Q2 2024,-0.1382,4.8942,4.878,16.2162,-2.6437,14.4524,60.6168,22.2815,151.6598,33.1909,1.0553,0.2075,0.3069,0.0,-80.6551
CL,Q3 2024,-0.4943,2.4008,3.4884,11.25,-7.9247,14.6434,61.0769,21.7564,88.1579,19.0646,1.0433,0.2217,0.3,0.0,-81.4165
